id,label,timeset,comment,modifier,codelines,type,type
612,data,,,protected,,field,1
618,CLASS_TYPE,,,public static final,,field,1
632,data,,,,,field,1
634,format_attribute,,,protected static final,,field,1
637,instance,,,private static,,field,1
638,DEFAULT_SEPERATOR,,,public static final,,field,1
639,store,,,protected,,field,1
640,_ruleCreate,,,protected,,field,1
646,right,,,public,,field,1
648,dependsReferences,,,,,field,1
654,setData(ICodeData),,,,,method,2
655,ELEMENT_PROPERTIES_TYPE,,,public static final,,field,1
656,extension,,,public final,,field,1
659,ELEMENT_PROPERTIES_TYPE_OF_FIELD,,,public static final,,field,1
660,info_JavaProvider,,,protected,,field,1
671,elemCount,,,private,,field,1
682,parser_viewer,,,private,,field,1
694,serialVersionUID,,,private static final,,field,1
700,RESSOURCE_ICON_PROJECT,,,public static final,,field,1
701,revno,,,public,,field,1
716,dependanceDetector,,,protected,,field,1
717,jobListener,,,public,,field,1
719,parameter,,,protected,,field,1
722,P_EXLUDED_PROBLEMS_MARKERS,,,public static final,,field,1
725,getHerit(T),,,public,,method,2
727,run(IProgressMonitor),,"Executes this job.  Returns the result of the execution.
 <p>
 The provided monitor can be used to report progress and respond to 
 cancellation.  If the progress monitor has been canceled, the job
 should finish its execution at the earliest convenience and return a result
 status of severity {@link IStatus#CANCEL}.  The singleton
 cancel status {@link Status#CANCEL_STATUS} can be used for
 this purpose.  The monitor is only valid for the duration of the invocation
 of this method.
 <p>
 This method must not be called directly by clients.  Clients should call
 <code>schedule</code>, which will in turn cause this method to be called.
 <p>
 Jobs can optionally finish their execution asynchronously (in another thread) by 
 returning a result status of {@link #ASYNC_FINISH}.  Jobs that finish
 asynchronously <b>must</b> specify the execution thread by calling
 <code>setThread</code>, and must indicate when they are finished by calling
 the method <code>done</code>.
 
 @param monitor the monitor to be used for reporting progress and
 responding to cancelation. The monitor is never <code>null</code>
 @return resulting status of the run. The result must not be <code>null</code>
 @see #ASYNC_FINISH
 @see #done(IStatus)
 atus of the run. The result must not be <code>null</code>
 @see #A",public abstract,,method,2
734,P_DATA_STORAGE,,,public static final,,field,1
735,name_attribute,,,protected static final,,field,1
737,exporterStatus,,,private,,field,1
740,endVisit(T),,,,,method,2
744,store,,,private static final,,field,1
745,PLUGIN_PARSER_EXTENSION_ID,,,public static final,,field,1
747,deletedElements,,,public,,field,1
748,currentProject,,,public,,field,1
