Source,Target,Type,id,label,timeset,weight
597,316,Undirected,896,,,1.0
597,480,Undirected,897,,,1.0
598,611,Undirected,898,,,1.0
598,281,Undirected,899,,,1.0
600,168,Undirected,901,,,1.0
601,515,Undirected,902,,,1.0
602,107,Undirected,903,,,1.0
602,45,Undirected,904,,,1.0
603,316,Undirected,905,,,1.0
604,610,Undirected,906,,,1.0
605,57,Undirected,907,,,1.0
606,502,Undirected,908,,,1.0
607,157,Undirected,909,,,1.0
608,566,Undirected,910,,,1.0
609,566,Undirected,911,,,1.0
610,683,Undirected,912,,,1.0
611,674,Undirected,915,,,1.0
611,559,Undirected,916,,,1.0
612,611,Undirected,917,,,1.0
613,264,Undirected,918,,,1.0
614,530,Undirected,919,,,1.0
615,316,Undirected,920,,,1.0
616,330,Undirected,921,,,1.0
617,530,Undirected,922,,,1.0
617,430,Undirected,923,,,1.0
617,433,Undirected,924,,,1.0
617,208,Undirected,925,,,1.0
617,450,Undirected,926,,,1.0
617,207,Undirected,927,,,1.0
617,88,Undirected,928,,,1.0
618,286,Undirected,929,,,1.0
619,316,Undirected,930,,,1.0
620,157,Undirected,931,,,1.0
620,329,Undirected,932,,,1.0
621,683,Undirected,933,,,1.0
622,417,Undirected,934,,,1.0
623,117,Undirected,935,,,1.0
623,430,Undirected,936,,,1.0
625,316,Undirected,938,,,1.0
625,460,Undirected,939,,,1.0
627,515,Undirected,941,,,1.0
628,297,Undirected,943,,,1.0
629,38,Undirected,944,,,1.0
630,57,Undirected,945,,,1.0
631,547,Undirected,946,,,1.0
631,329,Undirected,947,,,1.0
632,326,Undirected,948,,,1.0
633,527,Undirected,949,,,1.0
634,417,Undirected,950,,,1.0
635,495,Undirected,951,,,1.0
636,515,Undirected,952,,,1.0
637,247,Undirected,953,,,1.0
638,113,Undirected,954,,,1.0
639,316,Undirected,955,,,1.0
640,158,Undirected,956,,,1.0
641,229,Undirected,957,,,1.0
642,38,Undirected,958,,,1.0
643,264,Undirected,959,,,1.0
644,158,Undirected,960,,,1.0
645,515,Undirected,961,,,1.0
646,626,Undirected,962,,,1.0
647,626,Undirected,963,,,1.0
648,235,Undirected,964,,,1.0
649,235,Undirected,965,,,1.0
649,265,Undirected,966,,,1.0
649,704,Undirected,967,,,1.0
650,157,Undirected,968,,,1.0
650,13,Undirected,969,,,1.0
651,157,Undirected,970,,,1.0
652,277,Undirected,971,,,1.0
653,113,Undirected,972,,,1.0
654,124,Undirected,973,,,1.0
655,703,Undirected,974,,,1.0
656,235,Undirected,975,,,1.0
657,245,Undirected,976,,,1.0
658,611,Undirected,977,,,1.0
658,186,Undirected,978,,,1.0
658,725,Undirected,979,,,1.0
658,9,Undirected,980,,,1.0
659,703,Undirected,981,,,1.0
660,527,Undirected,982,,,1.0
661,235,Undirected,983,,,1.0
661,237,Undirected,984,,,1.0
661,192,Undirected,985,,,1.0
662,235,Undirected,986,,,1.0
663,515,Undirected,987,,,1.0
663,164,Undirected,988,,,1.0
663,402,Undirected,989,,,1.0
665,157,Undirected,991,,,1.0
665,106,Undirected,992,,,1.0
666,316,Undirected,993,,,1.0
667,715,Undirected,994,,,1.0
668,157,Undirected,995,,,1.0
669,158,Undirected,996,,,1.0
670,49,Undirected,997,,,1.0
671,235,Undirected,998,,,1.0
672,286,Undirected,999,,,1.0
673,188,Undirected,1000,,,1.0
674,228,Undirected,1002,,,1.0
675,715,Undirected,1003,,,1.0
676,235,Undirected,1004,,,1.0
676,237,Undirected,1005,,,1.0
676,662,Undirected,1006,,,1.0
677,157,Undirected,1007,,,1.0
678,417,Undirected,1008,,,1.0
679,739,Undirected,1009,,,1.0
680,316,Undirected,1010,,,1.0
680,330,Undirected,1011,,,1.0
680,495,Undirected,1012,,,1.0
682,502,Undirected,1014,,,1.0
684,174,Undirected,1016,,,1.0
685,527,Undirected,1017,,,1.0
685,115,Undirected,1018,,,1.0
688,235,Undirected,1021,,,1.0
688,265,Undirected,1022,,,1.0
688,23,Undirected,1023,,,1.0
689,628,Undirected,1024,,,1.0
690,527,Undirected,1025,,,1.0
690,487,Undirected,1026,,,1.0
690,99,Undirected,1027,,,1.0
690,6,Undirected,1028,,,1.0
691,417,Undirected,1029,,,1.0
692,146,Undirected,1030,,,1.0
692,677,Undirected,1031,,,1.0
692,368,Undirected,1032,,,1.0
692,329,Undirected,1033,,,1.0
692,467,Undirected,1034,,,1.0
692,665,Undirected,1035,,,1.0
692,620,Undirected,1036,,,1.0
693,235,Undirected,1037,,,1.0
694,626,Undirected,1038,,,1.0
695,70,Undirected,1039,,,1.0
696,245,Undirected,1040,,,1.0
696,507,Undirected,1041,,,1.0
698,331,Undirected,1043,,,1.0
699,235,Undirected,1044,,,1.0
700,264,Undirected,1045,,,1.0
701,274,Undirected,1046,,,1.0
702,144,Undirected,1047,,,1.0
703,57,Undirected,1049,,,1.0
703,144,Undirected,1050,,,1.0
704,235,Undirected,1051,,,1.0
704,699,Undirected,1052,,,1.0
705,582,Undirected,1053,,,1.0
706,174,Undirected,1054,,,1.0
707,582,Undirected,1055,,,1.0
708,566,Undirected,1056,,,1.0
709,316,Undirected,1057,,,1.0
710,235,Undirected,1058,,,1.0
710,23,Undirected,1059,,,1.0
711,527,Undirected,1060,,,1.0
711,99,Undirected,1061,,,1.0
712,530,Undirected,1062,,,1.0
713,697,Undirected,1063,,,1.0
713,26,Undirected,1064,,,1.0
713,134,Undirected,1065,,,1.0
714,319,Undirected,1066,,,1.0
714,205,Undirected,1067,,,1.0
714,627,Undirected,1068,,,1.0
714,222,Undirected,1069,,,1.0
715,611,Undirected,1071,,,1.0
716,174,Undirected,1072,,,1.0
717,628,Undirected,1073,,,1.0
718,235,Undirected,1074,,,1.0
719,286,Undirected,1075,,,1.0
720,158,Undirected,1076,,,1.0
721,715,Undirected,1077,,,1.0
722,492,Undirected,1078,,,1.0
724,316,Undirected,1080,,,1.0
724,330,Undirected,1081,,,1.0
725,57,Undirected,1082,,,1.0
726,502,Undirected,1083,,,1.0
727,297,Undirected,1084,,,1.0
728,515,Undirected,1085,,,1.0
729,316,Undirected,1086,,,1.0
731,533,Undirected,1088,,,1.0
732,527,Undirected,1089,,,1.0
732,711,Undirected,1090,,,1.0
733,70,Undirected,1091,,,1.0
734,497,Undirected,1092,,,1.0
735,417,Undirected,1093,,,1.0
736,683,Undirected,1094,,,1.0
737,316,Undirected,1095,,,1.0
738,611,Undirected,1096,,,1.0
739,502,Undirected,1097,,,1.0
740,124,Undirected,1098,,,1.0
741,389,Undirected,1099,,,1.0
742,319,Undirected,1100,,,1.0
742,205,Undirected,1101,,,1.0
743,527,Undirected,1102,,,1.0
744,113,Undirected,1103,,,1.0
745,264,Undirected,1104,,,1.0
746,319,Undirected,1105,,,1.0
746,379,Undirected,1106,,,1.0
747,274,Undirected,1107,,,1.0
748,315,Undirected,1108,,,1.0
